15 -1.40389 2 1.28976 -2 2 -2 -1.9302 -1.50841 -1.53607 -1.54173 -1.52253 -0.857908 1344.99 176984 0.0702819 1.43133 0 -3 -1 1.5 -1 -1 -1 1.57463 1.68154 1.63139 1.58438 1.54071 1.53956 1.47696 1.43133 -2.00001 -1.49934 1.00019 -0.499948 0.999994 1 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.19846 1.82386 -0.583209 0.551 1.60724 1.82378 -0.63652 0.601 1.4117 1.98897 -0.588663 0.501 1.4385 1.63686 -0.596812 0.501 1.41651 2.02852 -0.729294 0.501 1.46408 1.68696 -0.731723 0.501 1.42132 2.06807 -0.869925 0.501 1.48965 1.73706 -0.866633 0.501 1.39504 2.05103 -1.02667 0.451 1.44913 1.79545 -1.00981 0.451 1.36624 2.03252 -1.19287 0.481 1.40182 1.79938 -1.16318 0.481 1.38404 1.81053 -0.556266 0.551 1.75533 1.83413 
15.45 1.7532 -1.40575 2 -1.07551 -2 -2 -1.0915 -0.199788 -1.33249e-08 -1.12277e-08 -8.07643e-09 -1.68307e-09 1247.72 153046 0.0690761 1.44921 0 -3 -1 1.5 -1 -1 -1 1.59118 1.69852 1.64879 1.6022 1.55894 1.55735 1.4947 1.44921 -2.00001 -1.4994 1.0002 -0.499971 0.999998 1 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.19704 1.8348 -0.603113 0.551 1.60537 1.82391 -0.643416 0.601 1.40909 1.99229 -0.602805 0.501 1.43197 1.6401 -0.602073 0.501 1.39968 2.03084 -0.743484 0.501 1.4502 1.67365 -0.743165 0.501 1.39027 2.06938 -0.884163 0.501 1.46843 1.70719 -0.884257 0.501 1.35331 2.05307 -1.03882 0.451 1.43329 1.76088 -1.03065 0.451 1.31724 2.02994 -1.20289 0.481 1.39803 1.76047 -1.18753 0.481 1.38044 1.81534 -0.567517 0.551 1.75559 1.82891 
15.85 2 -0.307435 -1.03551 0.144383 -2 -2 -1.54212 -0.541444 -1.41417e-08 -9.63686e-09 -3.8051e-09 -7.08897e-10 1127.14 159774 7.90639e-06 1.30869 0 -3 -1 1.5 -1 -1 -1 1.5176 1.61715 1.55937 1.50445 1.45264 1.38895 1.34282 1.30869 -2.56923 -1.27572 0.984804 -1.09994 1.21671 0.400049 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.19685 1.84165 -0.607931 0.551 1.60463 1.82576 -0.645736 0.601 1.40746 1.99503 -0.607003 0.501 1.43161 1.64299 -0.603725 0.501 1.39488 2.03824 -0.746069 0.501 1.44567 1.67389 -0.745896 0.501 1.3823 2.08144 -0.885135 0.501 1.45972 1.70478 -0.888068 0.501 1.35534 2.06695 -1.04202 0.451 1.42064 1.75787 -1.03369 0.451 1.2867 2.02908 -1.18432 0.481 1.38073 1.75331 -1.1882 0.481 1.37941 1.81881 -0.570542 0.551 1.75521 1.82901 
16.15 2 -0.693824 2 2 -0.459747 -1.76198 -1.39256 -0.718032 -0.378616 -2.05404e-18 -1.63504e-24 -1.68667e-17 2767.28 166283 0.00045175 1.37029 0 -3 -1 1.5 -1 -1 -1 1.63313 1.72531 1.65963 1.59629 1.53547 1.47846 1.42548 1.37029 -2.51932 -1.57679 1.34355 -1.08531 0.816232 0.150768 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.19962 1.84483 -0.611789 0.551 1.60598 1.82541 -0.646291 0.601 1.40962 1.99543 -0.605729 0.501 1.43234 1.64342 -0.606324 0.501 1.39891 2.03682 -0.7455 0.501 1.45798 1.67841 -0.745903 0.501 1.38819 2.07822 -0.885271 0.501 1.48363 1.7134 -0.885483 0.501 1.3517 2.0639 -1.04024 0.451 1.46035 1.77144 -1.03259 0.451 1.31433 2.05015 -1.20517 0.481 1.41453 1.76508 -1.18123 0.481 1.38089 1.81923 -0.57063 0.551 1.75657 1.82858 
17 -0.309145 -1.86067 -0.40637 2 -2 -0.834297 -0.595291 -9.13637e-09 -2.47947e-16 -2.35061e-16 -2.05852e-16 -2.39235e-16 1095.89 96395.1 0.270911 1.67366 0 -3 -1 1.5 -1 -1 -1 1.67366 1.83607 1.8423 1.85231 1.86606 1.82846 1.82587 1.78209 -2.35752 -1.6556 0.552669 -1.03538 0.34398 -0.455111 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.20462 1.85665 -0.613207 0.551 1.60908 1.83059 -0.645916 0.601 1.41365 2.00267 -0.611365 0.501 1.43352 1.65096 -0.597373 0.501 1.39297 2.0486 -0.748576 0.501 1.44857 1.68118 -0.739588 0.501 1.3723 2.09453 -0.885788 0.501 1.46362 1.7114 -0.881801 0.501 1.33733 2.07266 -1.04022 0.451 1.41999 1.76811 -1.02473 0.451 1.26534 2.01666 -1.17272 0.481 1.37029 1.7674 -1.17642 0.481 1.38446 1.82817 -0.568692 0.551 1.75865 1.82935 
17.4 0.908339 -1.95871 2 0.938242 -2 -0.65613 -1.06699 -0.241807 -1.49123e-17 -1.93276e-24 -2.2579e-24 -2.56524e-24 1432.1 191950 0.0608346 1.77461 0 -3 -1 1.5 -1 -1 -1 1.80102 1.93863 1.91974 1.90444 1.89279 1.87399 1.81599 1.77461 -2.1581 -2.03944 1.1377 -0.469121 0.507843 -0.571474 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.20824 1.86228 -0.609939 0.551 1.61201 1.82972 -0.644565 0.601 1.41863 2.00373 -0.609458 0.501 1.4351 1.6518 -0.595612 0.501 1.39615 2.04744 -0.747109 0.501 1.45183 1.6828 -0.737471 0.501 1.37366 2.09116 -0.884761 0.501 1.46855 1.71379 -0.879331 0.501 1.32849 2.07556 -1.03729 0.451 1.42444 1.77116 -1.02186 0.451 1.26268 2.04582 -1.18911 0.481 1.37254 1.77431 -1.17383 0.481 1.38761 1.82955 -0.566672 0.551 1.76099 1.82735 
17.85 2 -0.292622 0.513008 0.365056 -2 -0.376139 -2.6328 -2.18994 -2.15228 -2.05237 -1.89022 -1.69841 1328.7 239196 0.0472711 1.84877 0 -3 -1 1.5 -1 -1 -1 1.84877 2.05609 2.10606 2.15854 2.21338 2.15503 2.12671 2.03197 -2.64934 -2.43363 0.734751 -0.182528 -0.133405 -0.754339 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21065 1.85775 -0.612873 0.551 1.6132 1.8273 -0.643971 0.601 1.42135 2.0017 -0.609371 0.501 1.43562 1.64979 -0.593526 0.501 1.42129 2.03706 -0.751193 0.501 1.45202 1.68066 -0.73545 0.501 1.42124 2.07243 -0.893016 0.501 1.46842 1.71154 -0.877374 0.501 1.39015 2.05159 -1.04842 0.451 1.42376 1.77195 -1.01846 0.451 1.33271 2.02047 -1.20276 0.481 1.36876 1.77089 -1.16655 0.481 1.38919 1.82758 -0.564964 0.551 1.76141 1.82452 
18.3 0.281107 -0.429126 2 0.0590392 -1.43318 -0.248442 -1.15529 -0.535171 -0.284402 -0.0840413 -3.1467e-08 -2.88713e-08 1358.62 232623 0.0223281 1.89944 0 -3 -1 1.5 -1 -1 -1 1.89944 2.07774 2.09937 2.12427 2.15235 2.14254 2.08399 2.02422 -2.05701 -2.62965 1.22656 -0.0295196 -0.363076 -0.83774 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21733 1.85281 -0.609293 0.551 1.61912 1.82208 -0.640973 0.601 1.42958 1.9975 -0.601216 0.501 1.43971 1.64506 -0.592374 0.501 1.42503 2.03806 -0.741567 0.501 1.45667 1.68585 -0.731705 0.501 1.42048 2.07863 -0.881917 0.501 1.47363 1.72663 -0.871036 0.501 1.3727 2.03503 -1.02809 0.451 1.42998 1.78595 -1.01291 0.451 1.29657 1.97947 -1.1659 0.481 1.39856 1.79267 -1.17009 0.481 1.39561 1.82253 -0.560565 0.551 1.76624 1.82031 
18.85 0.963154 -0.841891 1.66027 -0.444936 2 0.646709 -0.86831 -2.59986e-26 -1.22248e-56 -9.0361e-57 -4.76435e-57 -5.46057e-57 1219.69 126243 0.040665 1.8937 0 -3 -1 1.5 -1 -1 -1 1.8937 2.14323 2.2333 2.32388 2.41491 2.38183 2.44828 2.31426 -2.34903 -2.96897 0.517514 -0.73319 -1.27594 -1.42237 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.2208 1.84334 -0.610937 0.551 1.62176 1.81468 -0.640409 0.601 1.43117 1.9888 -0.596688 0.501 1.44226 1.63644 -0.595336 0.501 1.42275 2.03321 -0.735691 0.501 1.46231 1.67831 -0.733936 0.501 1.41433 2.07761 -0.874695 0.501 1.48235 1.72018 -0.872535 0.501 1.36357 2.05292 -1.02424 0.451 1.44659 1.7818 -1.01562 0.451 1.30765 2.02483 -1.18194 0.481 1.41611 1.79167 -1.17354 0.481 1.39832 1.81307 -0.559817 0.551 1.76893 1.8152 
19.3 2.32157 0.598603 0.456397 -2.0001 2.0001 0.196711 -1.4805 -0.823431 -0.195447 -9.77547e-37 -9.61226e-37 -8.63028e-37 923.749 126262 0 1.83498 0 -3 -1 1.5 -1 -1 -1 1.83498 2.08342 2.17249 2.26213 2.35229 2.32305 2.339 2.20271 -2.29594 -3.45622 0.970947 -0.220098 -1.14692 -1.12848 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22102 1.84677 -0.611601 0.551 1.62202 1.8185 -0.64053 0.601 1.43044 1.99271 -0.599096 0.501 1.44222 1.64062 -0.593288 0.501 1.4246 2.03731 -0.738168 0.501 1.45914 1.67932 -0.73322 0.501 1.41876 2.08192 -0.877241 0.501 1.47606 1.71802 -0.873151 0.501 1.37611 2.05638 -1.02916 0.451 1.43329 1.77951 -1.01436 0.451 1.31701 2.03375 -1.18595 0.481 1.39315 1.78746 -1.16973 0.481 1.39857 1.81758 -0.559962 0.551 1.76923 1.81775 
