19.6 -1.25636 2.17254 1.14265 -0.86782 2.17225 0.177515 -0.820058 -0.225 -0.000198945 -0.0857107 -0.537682 -0.224494 1060.88 267958 0 1.87976 0 -3 -1 1.5 -1 -1 -1 1.87976 2.11285 2.18743 2.26339 2.34063 2.3291 2.36045 2.25594 -2.07197 -3.2105 1.0605 -0.650193 -0.678827 -1.11594 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21741 1.84704 -0.617664 0.551 1.61821 1.81924 -0.643191 0.601 1.4266 1.99324 -0.601695 0.501 1.4373 1.64117 -0.598304 0.501 1.42227 2.03745 -0.740949 0.501 1.45836 1.68043 -0.737514 0.501 1.41794 2.08166 -0.880203 0.501 1.47942 1.7197 -0.876724 0.501 1.36977 2.05103 -1.02951 0.451 1.44442 1.78177 -1.01981 0.451 1.31786 2.03346 -1.18948 0.481 1.40998 1.78928 -1.1763 0.481 1.39428 1.81773 -0.563962 0.551 1.76661 1.81866 
19.9 -1.07784 0.851075 0.148757 -1.25743 0.837735 0.126848 -1.48611 -0.976577 -0.828798 -0.621078 -0.353417 -0.568455 1357.02 138685 0.0181241 1.84446 0 -3 -1 1.5 -1 -1 -1 1.84446 2.07945 2.15587 2.23361 2.31257 2.33452 2.40887 2.35625 -1.77102 -3.26504 0.980715 -1.03175 -0.353288 -1.08285 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22002 1.84908 -0.614536 0.551 1.62044 1.81876 -0.642111 0.601 1.43035 1.99385 -0.600794 0.501 1.43998 1.64164 -0.595792 0.501 1.42423 2.03751 -0.740152 0.501 1.4587 1.67914 -0.735819 0.501 1.41811 2.08117 -0.87951 0.501 1.47741 1.71665 -0.875845 0.501 1.36875 2.05233 -1.02878 0.451 1.43737 1.77655 -1.01853 0.451 1.31869 2.03024 -1.18918 0.481 1.40707 1.78394 -1.17615 0.481 1.39693 1.81863 -0.561671 0.551 1.768 1.81721 
20.35 2 1.20973 2 -2 -0.862504 0.155142 -0.289693 -8.89875e-09 -9.77257e-09 -0.0309118 -0.345156 -1.54977e-08 1282.65 211165 0.0473279 1.90425 0 -3 -1 1.5 -1 -1 -1 1.90425 2.13076 2.19908 2.26908 2.34064 2.31297 2.38418 2.32711 -2.27619 -2.8949 0.887494 -1.17449 0.0824351 -1.10133 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22207 1.84636 -0.61438 0.551 1.62199 1.81642 -0.64223 0.601 1.43088 1.9904 -0.598427 0.501 1.44243 1.63819 -0.596962 0.501 1.41426 2.03513 -0.736585 0.501 1.46401 1.67726 -0.736146 0.501 1.39764 2.07986 -0.874743 0.501 1.4856 1.71632 -0.87533 0.501 1.34311 2.06402 -1.02416 0.451 1.45386 1.77736 -1.01961 0.451 1.31419 2.05434 -1.18861 0.481 1.42811 1.79371 -1.17984 0.481 1.39866 1.81478 -0.561319 0.551 1.76938 1.81614 
20.8 2.02709 2.0271 -2 1.8329 -1.70795 0.308713 -1.54031 -0.501329 -2.534e-37 -9.13436e-41 -2.2441e-41 -9.87792e-42 1089.13 168171 0.0508147 1.86673 0 -3 -1 1.5 -1 -1 -1 1.86673 2.10948 2.1932 2.27779 2.3632 2.30696 2.42476 2.34011 -2.65162 -3.00873 0.59958 -1.71638 -0.0236058 -1.20163 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22518 1.85389 -0.609601 0.551 1.62436 1.81746 -0.639863 0.601 1.43701 1.99458 -0.594483 0.501 1.44223 1.64201 -0.593175 0.501 1.42456 2.04036 -0.732734 0.501 1.4633 1.67963 -0.732837 0.501 1.41212 2.08615 -0.870985 0.501 1.48437 1.71725 -0.872499 0.501 1.35739 2.06226 -1.01926 0.451 1.44302 1.7814 -1.01295 0.451 1.31543 2.04342 -1.18169 0.481 1.39617 1.78888 -1.16544 0.481 1.40153 1.81931 -0.557609 0.551 1.77068 1.81527 
21.1 2.02345 -1.20085 0.999803 1.69725 -1.14537 0.17076 -0.547522 -4.2908e-23 -4.64237e-32 -3.68467e-32 -1.38774e-18 -8.20955e-33 1137.8 106616 0.0378579 1.90342 0 -3 -1 1.5 -1 -1 -1 1.90342 2.12871 2.19585 2.26474 2.33524 2.31321 2.43349 2.36874 -2.20513 -3.02641 1.01762 -2.01758 -0.240841 -1.11153 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22358 1.84936 -0.614212 0.551 1.62352 1.81647 -0.641482 0.601 1.43424 1.99271 -0.598239 0.501 1.44146 1.64035 -0.595274 0.501 1.41994 2.04281 -0.734802 0.501 1.45821 1.67648 -0.735912 0.501 1.40564 2.09292 -0.871365 0.501 1.47495 1.7126 -0.876549 0.501 1.36408 2.05818 -1.02175 0.451 1.43089 1.77682 -1.01614 0.451 1.29256 2.00712 -1.16288 0.481 1.3874 1.78283 -1.1691 0.481 1.40008 1.81751 -0.560876 0.551 1.77074 1.81436 
21.4 -0.263497 -0.805393 1.78207 2 -1.33769 0.114944 -0.986762 -1.68186e-33 -1.38055e-48 -1.2528e-48 -1.04875e-48 -5.93505e-49 1230.03 122377 0.124684 1.89408 0 -3 -1 1.5 -1 -1 -1 1.89408 2.09808 2.1448 2.19411 2.24587 2.23092 2.32002 2.23299 -2.11806 -2.50966 0.847038 -1.66369 -0.538608 -1.07507 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22325 1.85183 -0.616751 0.551 1.6232 1.81888 -0.64283 0.601 1.43321 1.99505 -0.600632 0.501 1.44028 1.64303 -0.597557 0.501 1.41836 2.04139 -0.73846 0.501 1.46479 1.67996 -0.736841 0.501 1.4035 2.08773 -0.876289 0.501 1.4893 1.71689 -0.876126 0.501 1.34897 2.06528 -1.02486 0.451 1.45418 1.78172 -1.01795 0.451 1.3059 2.05009 -1.18742 0.481 1.41259 1.7877 -1.17121 0.481 1.39956 1.82007 -0.562765 0.551 1.77114 1.8163 
21.85 2 0.384925 1.45412 -1.16124 -0.593658 0.0711993 -0.992807 -0.507342 -0.485095 -0.504179 -0.564594 -0.0916706 1284.93 177961 0.0187489 1.85003 0 -3 -1 1.5 -1 -1 -1 1.85003 2.06177 2.11605 2.1727 2.23159 2.26092 2.3308 2.2564 -1.67968 -3.10548 1.21919 -1.30287 -0.703171 -1.0465 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21873 1.84999 -0.620768 0.551 1.61965 1.82225 -0.645823 0.601 1.43079 1.99764 -0.607547 0.501 1.43762 1.64566 -0.600414 0.501 1.44918 2.03382 -0.747966 0.501 1.47647 1.68419 -0.735955 0.501 1.46757 2.07 -0.888385 0.501 1.51532 1.72272 -0.871495 0.501 1.42225 2.03741 -1.03816 0.451 1.49118 1.79588 -1.01155 0.451 1.36211 1.99904 -1.19158 0.481 1.46014 1.80501 -1.16491 0.481 1.39574 1.82253 -0.566457 0.551 1.76857 1.81908 
22.2 3.44362 -2 1.91561 1.28838 2 0.0480865 -9.98552e+11 -9.98553e+11 -1.4551 -9.98553e+11 -9.98553e+11 -9.98553e+11 756.341 2.03418e+52 0.0310711 1.89727 0 -3 -1 1.5 -1 -1 -1 1.89727 2.11435 2.1737 2.23518 2.29865 2.30971 2.35574 2.24684 -1.87059 -2.91881 1.0151 -0.981914 -0.905473 -1.03141 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21455 1.85574 -0.625655 0.551 1.61545 1.8263 -0.648792 0.601 1.42669 2.00188 -0.612871 0.501 1.43407 1.64983 -0.603249 0.501 1.43651 2.04336 -0.752683 0.501 1.47455 1.68696 -0.7387 0.501 1.44633 2.08484 -0.892495 0.501 1.51504 1.72408 -0.874151 0.501 1.4048 2.04958 -1.04277 0.451 1.49315 1.79579 -1.01532 0.451 1.34989 1.99997 -1.19452 0.481 1.46416 1.80654 -1.17019 0.481 1.3911 1.82695 -0.570669 0.551 1.76513 1.82198 
22.5 0.257796 -1.66439 1.47067 -1.38464 1.95314 0.0471557 -0.17959 -3.59359e-18 -1.56451e-19 -8.9702e-25 -6.06391e-25 -3.42426e-25 1263.74 154104 0.035366 1.8891 0 -3 -1 1.5 -1 -1 -1 1.8891 2.0747 2.10359 2.13565 2.17078 2.18177 2.22504 2.11387 -1.81181 -2.71808 1.23909 -1.30768 -0.992086 -1.0308 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21222 1.85099 -0.630503 0.551 1.6137 1.82525 -0.651677 0.601 1.42253 1.99854 -0.618032 0.501 1.43435 1.64675 -0.6072 0.501 1.42932 2.03368 -0.759748 0.501 1.47464 1.68628 -0.742029 0.501 1.43612 2.06883 -0.901465 0.501 1.51493 1.72581 -0.876858 0.501 1.39852 2.03989 -1.05411 0.451 1.49225 1.79798 -1.01767 0.451 1.34567 2.0068 -1.21137 0.481 1.4647 1.8139 -1.17403 0.481 1.38883 1.8234 -0.575099 0.551 1.76431 1.82222 
22.95 0.126916 0.759864 1.34514 -1.57427 -0.590624 1.11248 -1.05791 -0.312001 -0.00264115 -1.37265e-35 1.37303e-16 -5.13684e-36 988.416 196859 0 1.86252 0 -3 -1 1.5 -1 -1 -1 1.86252 2.11646 2.21067 2.30512 2.3998 2.38042 2.49891 2.46785 -2.16942 -3.34973 0.736497 -2.19718 -1.74144 -1.72657 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21737 1.85063 -0.620728 0.551 1.61902 1.81848 -0.648474 0.601 1.42997 1.99339 -0.611375 0.501 1.4384 1.64127 -0.604256 0.501 1.43113 2.03203 -0.752336 0.501 1.47719 1.68131 -0.739374 0.501 1.43228 2.07067 -0.893297 0.501 1.51598 1.72134 -0.874493 0.501 1.38825 2.04332 -1.0445 0.451 1.49151 1.79411 -1.01469 0.451 1.32693 2.01412 -1.1993 0.481 1.46221 1.81018 -1.17055 0.481 1.3947 1.81813 -0.570307 0.551 1.76846 1.81572 
23.3 -0.581089 1.25408 0.90614 -2.00002 2 0.501273 -0.88629 -0.140108 -2.17676e-21 -0.000553809 -2.09234e-09 -9.68853e-21 1174.77 179938 0 1.87013 0 -3 -1 1.5 -1 -1 -1 1.87013 2.09606 2.16357 2.23285 2.30378 2.30499 2.42533 2.3525 -1.96029 -3.27054 1.19898 -2.04602 -1.24144 -1.32739 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22056 1.85037 -0.617379 0.551 1.6226 1.81456 -0.648203 0.601 1.43409 1.98998 -0.609419 0.501 1.44073 1.63773 -0.605126 0.501 1.43903 2.02981 -0.749965 0.501 1.47783 1.67615 -0.741186 0.501 1.44396 2.06965 -0.890512 0.501 1.51492 1.71457 -0.877246 0.501 1.39412 2.03973 -1.03941 0.451 1.48983 1.78719 -1.01741 0.451 1.32919 1.99281 -1.18759 0.481 1.45851 1.8059 -1.17349 0.481 1.39819 1.8145 -0.570302 0.551 1.77199 1.81245 
23.7 2 -2 -2 -0.194588 -0.561132 0.367594 -1.64783 -1.08947 -0.990588 -0.872329 -0.723567 -0.501824 1031.67 95240.3 0.0485505 1.88971 0 -3 -1 1.5 -1 -1 -1 1.88971 2.10364 2.15993 2.21845 2.27905 2.25846 2.38119 2.3381 -2.18791 -2.92321 1.08313 -2.66613 -1.71943 -1.24008 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21209 1.83057 -0.620725 0.551 1.61978 1.81833 -0.652377 0.601 1.42783 1.9925 -0.618193 0.501 1.43737 1.64083 -0.609256 0.501 1.41183 2.03292 -0.757743 0.501 1.4754 1.67768 -0.745494 0.501 1.39582 2.07335 -0.897294 0.501 1.51342 1.71453 -0.881732 0.501 1.34009 2.05715 -1.04623 0.451 1.49208 1.785 -1.02361 0.451 1.28973 2.03466 -1.2064 0.481 1.46606 1.80485 -1.18164 0.481 1.39442 1.81753 -0.577279 0.551 1.7711 1.81523 
24.05 -1.70824 1.96946 0.0637821 0.196162 2 0.235051 -0.638357 -0.396875 -0.644411 -0.912624 -1.20151 -0.694363 1313.01 234894 0.0498142 1.83353 0 -3 -1 1.5 -1 -1 -1 1.83353 2.01025 2.03041 2.05394 2.08075 2.05113 2.17549 2.11748 -2.30826 -2.62718 1.25516 -2.88625 -1.16428 -1.15352 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.20807 1.77221 -0.620286 0.551 1.61292 1.82228 -0.655585 0.601 1.41387 1.9889 -0.621964 0.501 1.43695 1.63803 -0.615031 0.501 1.39441 2.03287 -0.759996 0.501 1.47645 1.67863 -0.749776 0.501 1.37495 2.07683 -0.898028 0.501 1.51595 1.71922 -0.884521 0.501 1.32804 2.0637 -1.05027 0.451 1.49664 1.79016 -1.02646 0.451 1.28922 2.04879 -1.21443 0.481 1.47656 1.81055 -1.1853 0.481 1.3873 1.81263 -0.581824 0.551 1.76551 1.82344 
24.5 -1.38655 1.68059 -0.00243506 1.21269 -0.703054 0.347986 -1.34381 -0.56173 -0.0712416 -5.96469e-09 -8.27514e-09 -7.86875e-09 1195.78 124581 0.0515444 1.89594 0 -3 -1 1.5 -1 -1 -1 1.89594 2.14329 2.23133 2.31999 2.40921 2.38262 2.46892 2.47484 -2.26007 -3.18301 0.771665 -2.93037 -1.64847 -1.22728 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.22029 1.85993 -0.623863 0.551 1.62076 1.81703 -0.650634 0.601 1.43561 1.99595 -0.614367 0.501 1.43479 1.64368 -0.604761 0.501 1.42663 2.03682 -0.754417 0.501 1.47438 1.68061 -0.740531 0.501 1.41766 2.07768 -0.894467 0.501 1.51398 1.71753 -0.8763 0.501 1.36564 2.05067 -1.04318 0.451 1.4913 1.78916 -1.01738 0.451 1.3006 2.01425 -1.19505 0.481 1.46516 1.81285 -1.17562 0.481 1.39624 1.82146 -0.573148 0.551 1.77069 1.81133 
24.95 -2.03113 1.48878 -0.610345 0.734375 2 0.446745 -2.40288 -1.85594 -1.58647 -1.19352 -0.636729 -0.651177 1105.43 217424 0.0571657 1.86704 0 -3 -1 1.5 -1 -1 -1 1.86704 2.11853 2.21045 2.30277 2.39544 2.34253 2.36813 2.36802 -2.59373 -3.29992 0.35194 -3.15039 -1.0961 -1.29178 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.2171 1.88753 -0.62249 0.551 1.61392 1.82282 -0.652121 0.601 1.43309 2.00671 -0.619797 0.501 1.42206 1.65511 -0.601462 0.501 1.42572 2.04021 -0.761882 0.501 1.46311 1.68717 -0.738034 0.501 1.41836 2.0737 -0.903968 0.501 1.50416 1.71922 -0.874607 0.501 1.36717 2.04459 -1.05257 0.451 1.48258 1.78882 -1.01688 0.451 1.3009 2.01194 -1.20482 0.481 1.45652 1.81185 -1.17568 0.481 1.38963 1.83421 -0.574708 0.551 1.76341 1.8121 
25.35 1.25403 0.690898 2 2 2 0.40163 -0.990398 -0.244269 -6.77536e-18 -1.35999e-17 -2.87266e-17 -1.52033e-17 1120.97 178643 0.219765 1.89413 0 -3 -1 1.5 -1 -1 -1 1.89413 2.14836 2.24284 2.33755 2.43247 2.42705 2.49016 2.49471 -1.98705 -2.69594 0.139044 -3.01579 -0.8298 -1.26231 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21304 1.84732 -0.609269 0.551 1.61891 1.8182 -0.647693 0.601 1.4323 1.99728 -0.61298 0.501 1.43229 1.64553 -0.597284 0.501 1.39484 2.04079 -0.747397 0.501 1.46913 1.67754 -0.735061 0.501 1.35739 2.08431 -0.881815 0.501 1.50597 1.70955 -0.872839 0.501 1.29365 2.07585 -1.02816 0.451 1.48101 1.77547 -1.01631 0.451 1.24528 2.06791 -1.18949 0.481 1.45291 1.79194 -1.17488 0.481 1.39488 1.82365 -0.568888 0.551 1.76749 1.81092 
25.75 2 -0.440133 2 2 -0.403952 0.385282 -1.22431 -0.230263 -8.43696e-09 -1.03137e-08 -1.32631e-08 -1.27554e-08 1232.61 233034 0.190636 1.78758 0 -3 -1 1.5 -1 -1 -1 1.78758 2.03326 2.11976 2.20699 2.2949 2.23064 2.25917 2.22041 -2.78611 -2.86963 -0.0710254 -3.04791 -0.648283 -1.25163 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21502 1.78706 -0.590181 0.551 1.62297 1.81457 -0.643899 0.601 1.43079 1.98764 -0.602904 0.501 1.44117 1.63601 -0.59757 0.501 1.39696 2.03055 -0.73847 0.501 1.46843 1.67507 -0.735756 0.501 1.36313 2.07347 -0.874036 0.501 1.4957 1.71413 -0.873942 0.501 1.30295 2.06557 -1.02191 0.451 1.46802 1.78272 -1.01564 0.451 1.26389 2.05462 -1.18489 0.481 1.45534 1.79923 -1.17447 0.481 1.39947 1.81203 -0.563469 0.551 1.77072 1.81229 
26.2 1.42775 2 2 2 0.47521 0.239018 -1.05796 -0.260691 -5.7913e-17 -2.62813e-17 -1.8923e-50 -1.87891e-72 1128.57 192274 0.07061 1.79293 0 -3 -1 1.5 -1 -1 -1 1.79293 2.04241 2.13245 2.22302 2.31406 2.25932 2.35473 2.27806 -2.65307 -3.0779 0.410373 -2.50144 -0.119076 -1.15611 -3 -1 1.5 -1 -1 -1 1.63042e-322 6.90002e-310 1.21581 1.78107 -0.581728 0.551 1.62337 1.81187 -0.641959 0.601 1.43225 1.98511 -0.596747 0.501 1.44157 1.63322 -0.59627 0.501 1.40516 2.02887 -0.733553 0.501 1.46704 1.66965 -0.735514 0.501 1.37808 2.07263 -0.87036 0.501 1.4925 1.70608 -0.874758 0.501 1.31785 2.05477 -1.01734 0.451 1.45559 1.77103 -1.01607 0.451 1.27794 2.04389 -1.18004 0.481 1.42829 1.79026 -1.17507 0.481 1.40046 1.80895 -0.559875 0.551 1.77044 1.81052 
