-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.00033624 -0.11 0.5142 -0.000413863 1.97345e-10 0.612307 -0.000491539 2.34384e-10 0.710415 -0.000569216 2.71423e-10 0.808522 -0.000646892 3.08462e-10 0.90663 -0.000646944 -0.109 0.90663 -0.000794541 -0.109 0.99963 -0.000794541 -0.301 0.99963 -1.00001 -0.570309 1.6996 -1.00002 -0.512464 1.78635 -1.00002 -0.512466 1.88635 -1.00003 -0.512468 1.98635 -1.00003 -0.51247 2.08635 -1.00001 -0.600317 2.09173 -1.00001 -0.600018 2.17729 -1.00002 -0.709969 2.18746 
-0.000339745 -0.11 0.5142 -0.000417808 1.19536e-09 0.612307 -0.000496185 1.4196e-09 0.710415 -0.000574563 1.64384e-09 0.808522 -0.000652941 1.86808e-09 0.90663 -0.000653253 -0.109 0.90663 -0.00080136 -0.109 0.99963 -0.000802001 -0.301 0.99963 -1.00001 -0.570306 1.6996 -1.00002 -0.51246 1.78635 -1.00002 -0.512462 1.88635 -1.00003 -0.512463 1.98635 -1.00003 -0.512464 2.08635 -1.00001 -0.600311 2.09173 -1.00001 -0.600013 2.1773 -1.00002 -0.709963 2.18746 
-0.000343736 -0.11 0.5142 -0.000421159 5.62308e-09 0.612307 -0.000500052 6.67641e-09 0.710415 -0.000578944 7.72974e-09 0.808522 -0.000657836 8.78306e-09 0.90663 -0.000659292 -0.109 0.90663 -0.00080802 -0.109 0.99963 -0.000810675 -0.301 0.99963 -1.00001 -0.570308 1.6996 -1.00002 -0.512464 1.78635 -1.00002 -0.512466 1.88635 -1.00003 -0.512468 1.98635 -1.00003 -0.51247 2.08635 -1.00001 -0.600317 2.09173 -1.00001 -0.600019 2.1773 -1.00002 -0.70997 2.18746 
-0.0108022 -0.109976 0.514069 -0.0127654 2.87673e-05 0.612152 -0.0149765 3.37501e-05 0.710234 -0.0171876 3.87329e-05 0.808317 -0.0193987 4.37157e-05 0.906399 -0.0196444 -0.108956 0.906399 -0.0251059 -0.108944 0.999239 -0.0253707 -0.300944 0.999249 -1.01038 -0.570286 1.69948 -1.01215 -0.512438 1.78622 -1.01433 -0.512435 1.88619 -1.0165 -0.512432 1.98617 -1.01867 -0.512429 2.08615 -1.01897 -0.600276 2.09152 -1.02386 -0.599967 2.17695 -1.0246 -0.709917 2.18711 
-0.0244882 -0.109891 0.513522 -0.0290855 0.00013114 0.611497 -0.0341787 0.000154104 0.709473 -0.0392719 0.000177068 0.807448 -0.0443651 0.000200032 0.905423 -0.0448566 -0.108799 0.905423 -0.0563198 -0.108747 0.997714 -0.0568518 -0.300746 0.997755 -1.01038 -0.570286 1.69948 -1.01215 -0.512438 1.78622 -1.01433 -0.512435 1.88619 -1.0165 -0.512432 1.98617 -1.01867 -0.512429 2.08615 -1.01897 -0.600276 2.09152 -1.02386 -0.599967 2.17695 -1.0246 -0.709917 2.18711 
-0.0381457 -0.109745 0.512551 -0.0453723 0.000306878 0.610334 -0.0533429 0.000360788 0.708117 -0.0613134 0.000414697 0.8059 -0.069284 0.000468606 0.903684 -0.0700212 -0.108529 0.903684 -0.0874374 -0.108411 0.995038 -0.0882404 -0.300409 0.995133 -1.03755 -0.570056 1.69798 -1.04416 -0.512165 1.78446 -1.05221 -0.512113 1.88413 -1.06025 -0.512061 1.98381 -1.0683 -0.512008 2.08348 -1.06931 -0.59985 2.08884 -1.0852 -0.599445 2.17292 -1.08757 -0.709383 2.18297 
-0.0381457 -0.109745 0.512551 -0.0453723 0.000306878 0.610334 -0.0533429 0.000360788 0.708117 -0.0613134 0.000414697 0.8059 -0.069284 0.000468606 0.903684 -0.0700212 -0.108529 0.903684 -0.0874374 -0.108411 0.995038 -0.0882404 -0.300409 0.995133 -1.03755 -0.570056 1.69798 -1.04416 -0.512165 1.78446 -1.05221 -0.512113 1.88413 -1.06025 -0.512061 1.98381 -1.0683 -0.512008 2.08348 -1.06931 -0.59985 2.08884 -1.0852 -0.599445 2.17292 -1.08757 -0.709383 2.18297 
-0.0514543 -0.109548 0.511191 -0.0612446 0.000543407 0.608706 -0.0720108 0.000638933 0.706221 -0.082777 0.000734459 0.803736 -0.0935432 0.000829985 0.901251 -0.0945103 -0.108166 0.901251 -0.117663 -0.10796 0.991323 -0.118712 -0.299957 0.991491 -1.05078 -0.569857 1.69663 -1.05973 -0.51193 1.78287 -1.07063 -0.511834 1.88228 -1.08152 -0.511739 1.98168 -1.09242 -0.511643 2.08109 -1.09377 -0.599481 2.08643 -1.11494 -0.598995 2.16934 -1.11808 -0.708921 2.17928 
