0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-9.77516e-06 -1.57002 -4.29153e-06 -1.56999 0 -2.67029e-05 0 0 0 0 0 0 0 0 0 0 0 0 -0.225701 0.730045 4.92709e-06 0.730045 -1.28539e-06 -0.206407 
-9.53674e-07 -1.57002 -5.00679e-06 -1.56999 0 -2.64645e-05 0 0 0 0 0 0 0 0 0 0 0 0 -0.225705 0.729992 6.40848e-06 0.729992 -1.25395e-07 -0.206393 
-8.10623e-06 -1.57002 -5.24521e-06 -1.56999 9.53674e-07 -2.64645e-05 0 0 0 0 0 0 -0.225701 0.730045 4.92709e-06 0.730045 -1.28539e-06 -0.206407 -0.225629 0.729799 6.88937e-06 0.729799 -2.59125e-06 -0.206338 
-0.01126 -1.54509 -4.74453e-05 -1.53348 9.53674e-07 -0.0103459 0 0 0 0 0 0 -0.225705 0.729992 6.40848e-06 0.729992 -1.25395e-07 -0.206393 -0.183342 0.691046 -0.00128894 0.691046 -0.00140299 -0.176647 
-0.0225458 -1.50857 -4.52995e-05 -1.49698 4.76837e-07 -0.0206659 0 0 0 0 0 0 -0.225629 0.729799 6.88937e-06 0.729799 -2.59125e-06 -0.206338 -0.140774 0.635673 -0.00245556 0.635673 -0.0025821 -0.14393 
-0.0338275 -1.47204 -4.41074e-05 -1.46049 4.76837e-07 -0.0309832 0 0 0 0 0 0 -0.183342 0.691046 -0.00128894 0.691046 -0.00140299 -0.176647 -0.103303 0.580832 -0.00340222 0.580832 -0.00353962 -0.114555 
