-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.425 -0.11 0.0892 -0.523108 0 0.0892 -0.621215 0 0.0892 -0.719323 0 0.0892 -0.81743 0 0.0892 -0.81743 -0.109 0.0892 -0.81743 -0.109 -0.0038 -0.81743 -0.301 -0.0038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-0.000332298 -0.11 0.5142 -0.000407261 3.98104e-09 0.612307 -0.0004833 4.72433e-09 0.710415 -0.000559338 5.46762e-09 0.808522 -0.000635377 6.21091e-09 0.90663 -0.000636443 -0.109 0.90663 -0.000783153 -0.109 0.99963 -0.00078503 -0.301 0.99963 -0.999994 -0.57031 1.6996 -1.00001 -0.512466 1.78635 -1.00001 -0.512468 1.88635 -1 -0.512469 1.98635 -1 -0.512471 2.08635 -0.999986 -0.600318 2.09173 -0.999986 -0.60002 2.17729 -0.999986 -0.709971 2.18746 
-0.000330618 -0.11 0.5142 -0.000406318 3.87495e-10 0.612307 -0.000482123 4.59788e-10 0.710415 -0.000557927 5.32081e-10 0.808522 -0.000633732 6.04374e-10 0.90663 -0.000633836 -0.109 0.90663 -0.000780458 -0.109 0.99963 -0.000780641 -0.301 0.99963 -0.999994 -0.570308 1.69959 -1.00001 -0.512464 1.78635 -1.00001 -0.512466 1.88635 -1 -0.512468 1.98635 -1 -0.51247 2.08635 -0.999987 -0.600317 2.09173 -0.999986 -0.60002 2.17729 -0.999986 -0.70997 2.18746 
-0.000332215 -0.11 0.5142 -0.000407292 3.3016e-09 0.612307 -0.000483261 3.91742e-09 0.710415 -0.000559229 4.53324e-09 0.808522 -0.000635198 5.14906e-09 0.90663 -0.000636081 -0.109 0.90663 -0.000782814 -0.109 0.99963 -0.000784187 -0.301 0.99963 -0.999994 -0.570307 1.6996 -1.00001 -0.512463 1.78635 -1.00001 -0.512465 1.88635 -1 -0.512467 1.98635 -1 -0.512469 2.08635 -0.999987 -0.600316 2.09173 -0.999986 -0.600018 2.17729 -0.999986 -0.709969 2.18746 
-0.0121622 -0.10987 0.51406 -0.0134406 0.000151348 0.612135 -0.0159576 0.000179691 0.71021 -0.0184746 0.000208033 0.808285 -0.0209916 0.000236376 0.90636 -0.0222189 -0.108757 0.90636 -0.028071 -0.108691 0.999176 -0.0302327 -0.300679 0.999176 -1.01138 -0.57019 1.69947 -1.0129 -0.512326 1.7862 -1.01539 -0.512301 1.88617 -1.01787 -0.512275 1.98614 -1.02036 -0.51225 2.08611 -1.02147 -0.60009 2.09148 -1.02671 -0.599734 2.17689 -1.02856 -0.709672 2.18704 
-0.0289028 -0.109376 0.513377 -0.0325181 0.00073327 0.611295 -0.0386131 0.000870712 0.709213 -0.0447082 0.00100815 0.807131 -0.0508033 0.0011456 0.905049 -0.0532606 -0.107827 0.905049 -0.065866 -0.107542 0.99719 -0.0701944 -0.299494 0.99719 -1.02768 -0.569705 1.6988 -1.03171 -0.511756 1.7854 -1.03784 -0.51162 1.88521 -1.04398 -0.511484 1.98502 -1.05011 -0.511348 2.08483 -1.05241 -0.599165 2.0902 -1.06386 -0.59861 2.17499 -1.06769 -0.708504 2.18508 
-0.0455988 -0.10852 0.512129 -0.0515414 0.00174418 0.609759 -0.0612044 0.00207118 0.707389 -0.0708673 0.00239818 0.805019 -0.0805303 0.00272518 0.902649 -0.0842168 -0.106212 0.902649 -0.103503 -0.10556 0.993625 -0.109996 -0.29745 0.993625 -1.04393 -0.568864 1.69756 -1.05047 -0.510766 1.78391 -1.06024 -0.510437 1.88343 -1.07001 -0.510109 1.98295 -1.07978 -0.50978 2.08247 -1.08326 -0.597559 2.08782 -1.10086 -0.596667 2.17155 -1.10664 -0.706486 2.18151 
-0.061211 -0.107468 0.510423 -0.0695119 0.00299054 0.60766 -0.0825408 0.00355107 0.704897 -0.0955697 0.0041116 0.802134 -0.108599 0.00467212 0.899371 -0.113284 -0.104227 0.899371 -0.138798 -0.103129 0.988795 -0.147063 -0.294951 0.988792 -1.05919 -0.567828 1.69587 -1.06817 -0.509545 1.78187 -1.08137 -0.508979 1.88099 -1.09457 -0.508413 1.98011 -1.10778 -0.507847 2.07923 -1.11225 -0.595583 2.08456 -1.13558 -0.594282 2.16688 -1.14305 -0.704014 2.17667 
